Version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艦船ID,図鑑番号,艦名,読み,艦種,改装Lv,改装後,耐久,装甲,火力,雷撃,対空,運,速力,射程,スロット数,搭載数,建造時間,解体資源,近代化改修,レア,ドロップ文章,改装弾薬,改装鋼材,搭載燃料,搭載弾薬,ボイス,回避,対潜,索敵,初期装備,制空値,加重対空値
225,1325,陽炎改,かげろう,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",4,やっと会えた！　陽炎よ。<br>よろしくねっ！,0,0,15,20,1,"[47,89]","[27,59]","[8,39]","[3,15,-1,-1,-1]",0,36
226,1326,不知火改,しらぬい,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",4,不知火です。<br>ご指導ご鞭撻、よろしくです。,0,0,15,20,1,"[47,89]","[27,59]","[8,39]","[3,15,-1,-1,-1]",0,36
227,1327,黒潮改,くろしお,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",4,黒潮や、よろしゅうな。,0,0,15,20,1,"[47,89]","[27,59]","[8,39]","[3,15,-1,-1,-1]",0,36
228,1328,雪風改,ゆきかぜ,2,0,0,"[32,49]","[14,59]","[12,59]","[28,89]","[16,59]","[60,99]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,2,2]",6,陽炎型駆逐艦８番艦、雪風です。<br>どうぞ、よろしくお願いしますっ！,0,0,15,20,0,"[67,99]","[27,59]","[8,39]","[3,15,-1,-1,-1]",0,36
229,1329,島風改,しまかぜ,2,0,0,"[36,59]","[14,59]","[14,59]","[48,99]","[16,59]","[12,59]",10,1,3,"[0,0,0,0,0]",30,"[1,3,15,0]","[1,2,1,2]",6,駆逐艦島風です。スピードなら誰にも負けません。<br>速きこと、島風の如し、です！,0,0,20,25,1,"[55,99]","[27,59]","[9,39]","[3,15,-1,-1,-1]",0,36
230,1330,朧改,おぼろ,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,アタシ、綾波型駆逐艦「朧」。<br>誰にも負けない…たぶん……,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
231,1331,曙改,あけぼの,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,特型駆逐艦「曙」よ。<br>って、こっち見んな！　この糞提督！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
232,1332,漣改,さざなみ,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,綾波型駆逐艦「漣」です、ご主人さま。<br>こう書いてさざなみと読みます。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
233,1333,潮改,うしお,2,60,407,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[20,79]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,特型駆逐艦…綾波型の「潮」です。<br>もう下がってよろしいでしょうか…。,170,30,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
234,1334,暁改,あかつき,2,70,437,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,暁よ。<br>一人前のレディーとして扱ってよね！,190,190,15,20,3,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
235,1335,響改,ひびき,2,70,147,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,響だよ。<br>その活躍ぶりから不死鳥の通り名もあるよ。,240,200,15,20,0,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
236,1336,雷改,いかづち,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,雷よ！　かみなりじゃないわ！<br>そこのとこもよろしく頼むわねっ！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
237,1337,電改,いなづま,2,0,0,"[30,49]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,電です。<br>どうか、よろしくお願いいたします。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,13,-1,-1,-1]",0,35
238,1338,初春改,はつはる,2,65,326,"[30,48]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,わらわが初春じゃ。<br>よろしく頼みますぞ。,200,200,15,20,1,"[45,89]","[24,59]","[7,39]","[3,14,-1,-1,-1]",0,35
239,1339,子日改,ねのひ,2,0,0,"[30,48]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,初めまして、ねのひ、だよぉ！<br>艦名、読みづらくなんか、ないよね？ね？,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,14,-1,-1,-1]",0,35
240,1340,若葉改,わかば,2,0,0,"[30,48]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,駆逐艦、若葉だ。,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,14,-1,-1,-1]",0,35
241,1341,初霜改,はつしも,2,70,419,"[30,48]","[13,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",20,"[1,2,10,0]","[1,1,1,1]",4,初春型四番艦、初霜です。<br>皆さん、よろしくお願いします！,220,230,15,20,1,"[45,89]","[24,59]","[7,39]","[3,14,-1,-1,-1]",0,35
242,1342,白露改,しらつゆ,2,0,0,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,白露型駆逐艦一番艦、「白露」です！<br>はい、一番艦ですっ！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
243,1343,時雨改,しぐれ,2,60,145,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,僕は白露型駆逐艦、「時雨」。<br>これからよろしくね。,180,200,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
244,1344,村雨改,むらさめ,2,0,0,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,はいはーい！白露型駆逐艦「村雨」だよ。<br>みんな、よろしくね！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
245,1345,夕立改,ゆうだち,2,55,144,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,こんにちは、白露型駆逐艦「夕立」よ。<br>よろしくね！,180,200,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
246,1346,五月雨改,さみだれ,2,0,0,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,五月雨っていいます！よろしくお願いします。<br>護衛任務はお任せください！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
247,1347,涼風改,すずかぜ,2,0,0,"[30,48]","[14,49]","[12,49]","[28,79]","[15,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,ちわ！涼風だよ。<br>私が艦隊に加われば百人力さ！,0,0,15,20,1,"[45,89]","[24,59]","[7,39]","[3,15,-1,-1,-1]",0,35
248,1348,朝潮改,あさしお,2,0,0,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,駆逐艦、朝潮です。<br>勝負ならいつでも受けて立つ覚悟です。,0,0,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
249,1349,大潮改,おおしお,2,65,199,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。,270,200,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
250,1350,満潮改,みちしお,2,0,0,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,満潮よ。<br>私、なんでこんな部隊に配属されたのかしら。,0,0,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
251,1351,荒潮改,あらしお,2,0,0,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,あら。自己紹介まだでしたかー。<br>私、荒潮です。,0,0,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
252,1352,霰改,あられ,2,0,0,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,霰です…<br>んちゃ…とかはいいません…よろしく…,0,0,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
253,1353,霞改,かすみ,2,75,464,"[31,49]","[14,49]","[12,49]","[28,79]","[16,49]","[20,79]",10,1,3,"[0,0,0,0,0]",22,"[1,2,10,0]","[1,1,1,1]",4,霞よ。<br>ガンガンいくわよ。ついてらっしゃい。,390,300,15,20,1,"[46,89]","[24,59]","[8,39]","[3,15,-1,-1,-1]",0,36
254,1354,睦月改,むつき,2,65,434,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[1,1,0,0]",4,睦月です。<br>はりきって、まいりましょー！,170,100,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
255,1355,如月改,きさらぎ,2,65,435,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,如月と申します。<br>おそばに置いてくださいね。,170,100,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
256,1356,皐月改,さつき,2,75,418,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,皐月だよっ。<br>よろしくな！,330,270,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
257,1357,文月改,ふみづき,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,あたし、文月っていうの。<br>よろしくぅ～。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[2,14,-1,-1,-1]",0,6
258,1358,長月改,ながつき,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[20,79]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,長月だ。<br>駆逐艦と侮るなよ。役に立つはずだ。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[2,15,-1,-1,-1]",0,6
259,1359,菊月改,きくづき,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,私が菊月だ、共にゆこう。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
260,1360,三日月改,みかづき,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,あなたが司令官ですね。三日月です。<br>どうぞお手柔らかにお願いします。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
261,1361,望月改,もちづき,2,0,0,"[24,39]","[11,39]","[9,39]","[18,69]","[12,39]","[12,59]",10,1,3,"[0,0,0,0,0]",18,"[1,1,4,0]","[0,1,0,0]",4,ん？あぁ、望月でーす。,0,0,15,15,1,"[40,89]","[18,59]","[6,39]","[2,13,-1,-1,-1]",0,6
262,1362,古鷹改,ふるたか,5,65,416,"[48,65]","[32,70]","[36,70]","[18,59]","[18,59]","[10,59]",10,2,4,"[2,2,2,2,0]",60,"[3,6,15,1]","[2,1,1,2]",4,古鷹と言います。<br>重巡洋艦のいいところ、たくさん知ってもらえると嬉しいです。,380,480,35,55,1,"[38,75]","[0,0]","[12,49]","[6,10,14,-1,-1]",0,24
263,1363,加古改,かこ,5,65,417,"[48,65]","[32,70]","[36,70]","[18,59]","[18,59]","[10,59]",10,2,4,"[2,2,2,2,0]",60,"[3,6,15,1]","[2,1,1,2]",4,古鷹型重巡の2番艦、加古ってんだ、よっろしくぅー！,380,480,35,55,1,"[38,75]","[0,0]","[12,49]","[6,10,14,-1,-1]",0,24
264,1364,青葉改,あおば,5,0,0,"[49,65]","[34,70]","[36,72]","[18,59]","[18,59]","[30,79]",10,2,4,"[2,2,2,2,0]",60,"[3,6,15,1]","[2,1,1,2]",4,ども、恐縮です、青葉ですぅ！<br>一言お願いします！,0,0,35,55,0,"[38,75]","[0,0]","[12,49]","[6,39,14,-1,-1]",0,38
265,1365,妙高改,みょうこう,5,70,319,"[55,69]","[42,73]","[48,76]","[24,79]","[18,69]","[10,59]",10,2,4,"[2,2,2,2,0]",80,"[4,7,20,2]","[3,1,1,2]",5,私、妙高型重巡洋艦、妙高と申します。<br>共に頑張りましょう。,800,900,40,70,3,"[39,79]","[0,0]","[14,49]","[6,15,25,-1,-1]",0,8
266,1366,那智改,なち,5,65,192,"[55,69]","[42,73]","[48,76]","[24,69]","[18,69]","[10,59]",10,2,4,"[2,2,2,2,0]",80,"[4,7,20,2]","[3,1,1,2]",4,貴様が司令官か。<br>私は那智。よろしくお願いする。,800,900,40,70,1,"[39,79]","[0,0]","[14,49]","[6,10,15,-1,-1]",0,24
267,1367,足柄改,あしがら,5,65,193,"[55,69]","[42,73]","[48,77]","[24,69]","[18,69]","[10,59]",10,2,4,"[2,2,2,2,0]",80,"[4,7,20,2]","[3,1,1,2]",4,足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。,800,900,40,70,3,"[39,79]","[0,0]","[14,49]","[6,10,15,-1,-1]",0,24
268,1368,羽黒改,はぐろ,5,65,194,"[55,69]","[42,73]","[48,77]","[24,69]","[18,69]","[10,59]",10,2,4,"[2,2,2,2,0]",80,"[4,7,20,2]","[3,1,1,2]",4,羽黒です。妙高型重巡洋艦姉妹の末っ娘です。<br>あ、あの…ごめんなさいっ！,800,900,40,70,1,"[39,79]","[0,0]","[14,49]","[6,10,15,-1,-1]",0,24
269,1369,高雄改,たかお,5,0,0,"[57,69]","[45,75]","[48,77]","[24,79]","[20,69]","[10,59]",10,2,4,"[2,2,2,2,0]",85,"[4,7,20,2]","[3,1,1,2]",5,こんにちは。高雄です。<br>貴方のような素敵な提督で良かったわ。,0,0,40,70,1,"[40,79]","[0,0]","[14,49]","[6,15,25,-1,-1]",0,8
270,1370,愛宕改,あたご,5,0,0,"[57,69]","[45,75]","[48,77]","[24,79]","[20,69]","[10,59]",10,2,4,"[2,2,2,2,0]",85,"[4,7,20,2]","[3,1,1,2]",5,私は愛宕、提督、覚えてくださいね。,0,0,40,70,1,"[40,79]","[0,0]","[14,49]","[6,15,25,-1,-1]",0,8
271,1371,摩耶改,まや,5,75,428,"[55,69]","[45,75]","[43,78]","[24,69]","[55,89]","[10,59]",10,2,4,"[2,2,2,2,0]",85,"[4,7,20,2]","[2,1,4,2]",4,よ！アタシ、摩耶ってんだ、よろしくな。,750,1150,40,70,1,"[40,79]","[0,0]","[14,49]","[10,30,15,-1,-1]",0,42
272,1372,鳥海改,ちょうかい,5,65,427,"[57,69]","[45,75]","[48,78]","[24,69]","[20,69]","[10,59]",10,2,4,"[2,2,2,2,0]",85,"[4,7,20,2]","[3,1,1,2]",4,私が鳥海です。よろしくです。,650,1300,40,70,1,"[40,79]","[0,0]","[14,49]","[6,10,15,-1,-1]",0,24
273,1373,利根改,とね,5,70,188,"[56,69]","[46,77]","[42,76]","[24,79]","[24,79]","[10,59]",10,2,4,"[4,4,4,4,0]",90,"[5,7,18,3]","[3,1,2,2]",5,吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！,1000,700,45,65,1,"[41,79]","[0,0]","[24,79]","[6,15,25,-1,-1]",0,9
274,1374,筑摩改,ちくま,5,70,189,"[56,69]","[46,77]","[42,76]","[24,79]","[24,79]","[10,59]",10,2,4,"[4,4,4,4,0]",90,"[5,7,18,3]","[3,1,2,2]",5,はじめまして、利根型２番艦、筑摩と申します。,1000,700,45,65,1,"[41,79]","[0,0]","[24,79]","[6,15,25,-1,-1]",0,9
275,1375,長門改,ながと,9,0,0,"[90,98]","[85,98]","[90,99]","[0,0]","[33,99]","[32,99]",5,3,4,"[3,3,3,3,0]",300,"[20,30,50,3]","[5,0,2,5]",7,私が、戦艦長門だ。よろしく頼むぞ。<br>敵戦艦との殴り合いなら任せておけ。,0,0,100,160,1,"[24,69]","[0,0]","[15,49]","[8,8,25,-1,-1]",0,11
276,1376,陸奥改,むつ,9,0,0,"[90,98]","[85,98]","[90,99]","[0,0]","[33,99]","[6,59]",5,3,4,"[3,3,3,3,0]",300,"[20,30,50,3]","[5,0,2,5]",7,長門型戦艦２番艦の陸奥よ。よろしくね。<br>あまり火遊びはしないでね…お願いよ。,0,0,100,160,1,"[24,69]","[0,0]","[15,49]","[8,8,25,-1,-1]",0,11
277,1377,赤城改,あかぎ,11,0,0,"[77,92]","[40,79]","[0,54]","[0,0]","[35,79]","[12,59]",10,1,4,"[20,20,32,10,0]",270,"[10,15,35,12]","[0,0,5,4]",7,航空母艦、赤城です。<br>空母機動部隊を編制するなら、私にお任せくださいませ。,0,0,75,75,1,"[28,69]","[0,0]","[50,89]","[21,24,16,-1,-1]",26,11
278,1378,加賀改,かが,11,0,0,"[79,92]","[40,79]","[0,49]","[0,0]","[30,79]","[12,59]",10,1,4,"[20,20,46,12,0]",260,"[10,17,40,15]","[0,0,5,4]",6,航空母艦、加賀です。<br>貴方が私の提督なの？　それなりに期待はしているわ。,0,0,80,80,3,"[27,69]","[0,0]","[50,89]","[21,24,16,-1,-1]",26,10
279,1379,蒼龍改,そうりゅう,11,78,197,"[65,89]","[35,69]","[0,39]","[0,0]","[30,79]","[12,59]",10,1,4,"[18,27,18,10,0]",250,"[9,13,30,10]","[0,0,4,4]",6,航空母艦、蒼龍です。<br>空母機動部隊を編制するなら、私もぜひ入れてね！,1200,1700,65,65,0,"[33,69]","[0,0]","[46,89]","[21,24,16,-1,-1]",25,10
280,1380,飛龍改,ひりゅう,11,77,196,"[65,89]","[35,69]","[0,39]","[0,0]","[30,79]","[40,89]",10,1,4,"[18,27,18,10,0]",250,"[9,13,30,10]","[0,0,4,4]",7,航空母艦、飛龍です。<br>空母戦ならお任せ！どんな苦境でも戦えます！,1200,1700,65,65,0,"[37,79]","[0,0]","[46,89]","[21,24,16,-1,-1]",25,10
281,1381,龍驤改,りゅうじょう,7,75,157,"[45,69]","[25,59]","[0,29]","[0,0]","[20,39]","[12,59]",10,1,4,"[9,24,5,5,0]",170,"[4,6,20,6]","[0,0,3,2]",5,軽空母、龍驤や。独特なシルエットでしょ？<br>でも、艦載機を次々繰り出す、ちゃーんとした空母なんや。期待してや！,600,600,40,40,1,"[27,59]","[0,0]","[35,79]","[21,24,16,-1,-1]",18,8
282,1382,祥鳳改,しょうほう,7,0,0,"[45,69]","[25,59]","[0,29]","[0,0]","[18,39]","[12,59]",10,1,4,"[18,12,12,6,0]",160,"[4,6,20,6]","[0,0,3,2]",5,軽空母、祥鳳です。<br>はい、ちょっと小柄ですけど、ぜひ提督の機動部隊に加えてくださいね！,0,0,40,40,1,"[28,59]","[0,0]","[35,79]","[21,24,16,-1,-1]",25,8
283,1383,飛鷹改,ひよう,7,0,0,"[50,79]","[30,59]","[0,29]","[0,0]","[25,69]","[12,59]",5,1,4,"[18,18,18,12,0]",180,"[6,10,25,8]","[0,0,3,3]",5,名前は出雲ま…じゃなかった、飛鷹です。<br>航空母艦よ。よろしくね、提督！,0,0,45,45,1,"[28,69]","[0,0]","[40,79]","[21,24,16,-1,-1]",25,10
284,1384,隼鷹改,じゅんよう,7,80,408,"[50,79]","[30,59]","[0,29]","[0,0]","[25,69]","[30,79]",5,1,4,"[18,18,18,12,0]",180,"[6,10,25,8]","[0,0,3,3]",5,商船改装空母、隼鷹でーすっ！<br>ひゃっはぁー！,900,1400,45,45,1,"[28,69]","[0,0]","[40,79]","[21,24,16,-1,-1]",25,10
285,1385,鳳翔改,ほうしょう,7,0,0,"[40,59]","[25,49]","[0,29]","[0,0]","[15,39]","[30,79]",5,1,3,"[14,16,12,0,0]",120,"[3,4,15,4]","[0,0,2,2]",4,航空母艦、鳳翔です。<br>ふつつか者ですが、よろしくお願い致します。,0,0,30,30,1,"[24,59]","[0,0]","[35,79]","[21,16,-1,-1,-1]",22,7
286,1386,扶桑改,ふそう,10,80,411,"[75,89]","[72,89]","[63,79]","[0,0]","[40,89]","[10,59]",5,3,4,"[10,10,10,10,0]",260,"[10,15,35,3]","[4,0,2,4]",5,扶桑型超弩級戦艦、姉の扶桑です。<br>妹の山城ともども、よろしくお願い致します。,3500,2400,95,105,1,"[33,67]","[0,0]","[18,49]","[7,26,25,-1,-1]",6,12
287,1387,山城改,やましろ,10,80,412,"[75,89]","[72,89]","[63,79]","[0,0]","[40,89]","[10,59]",5,3,4,"[10,10,10,10,0]",260,"[10,15,35,3]","[4,0,2,4]",5,扶桑型戦艦姉妹、妹のほう、山城です。<br>あの、扶桑姉さま、見ませんでした？,3500,2400,95,105,1,"[33,67]","[0,0]","[18,49]","[7,26,25,-1,-1]",6,12
288,1388,翔鶴改,しょうかく,11,80,461,"[75,90]","[42,72]","[0,39]","[0,0]","[40,79]","[12,89]",10,1,4,"[24,24,24,12,0]",360,"[7,10,30,10]","[0,0,4,3]",6,翔鶴型航空母艦１番艦、翔鶴です。<br>一航戦、二航戦の先輩方に、少しでも近づけるように<br>瑞鶴と一緒に頑張ります！,3700,1200,65,70,3,"[38,79]","[0,0]","[48,89]","[21,24,51,-1,-1]",29,60
289,1389,鬼怒改,きぬ,3,0,0,"[41,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",75,"[2,2,10,0]","[1,1,1,2]",5,きたきたぁ！　鬼怒、いよいよ到着しましたよ！,0,0,25,35,3,"[42,79]","[48,79]","[10,49]","[10,39,30,-1,-1]",0,65
290,1390,阿武隈改,あぶくま,3,75,200,"[42,59]","[29,59]","[20,59]","[24,79]","[15,59]","[12,59]",10,2,3,"[1,1,1,0,0]",75,"[2,2,10,0]","[1,1,1,2]",6,こ、こんにちは、軽巡、阿武隈です。,550,400,25,35,3,"[44,79]","[48,79]","[10,49]","[10,40,30,-1,-1]",0,71
291,1391,千歳航改,ちとせ,7,50,296,"[57,79]","[32,64]","[0,34]","[0,0]","[27,69]","[12,59]",10,1,4,"[24,16,8,8,0]",190,"[5,10,24,7]","[0,0,3,3]",5,はじめまして。どうぞ、よろしくお願いいたします！,430,370,45,40,3,"[37,69]","[0,0]","[42,79]","[21,16,51,-1,-1]",29,58
292,1392,千代田航改,ちよだ,7,50,297,"[57,79]","[32,64]","[0,34]","[0,0]","[27,69]","[12,59]",10,1,4,"[24,16,8,8,0]",190,"[5,10,24,7]","[0,0,3,3]",5,はじめまして。どうぞ、よろしくお願いいたします！,430,370,45,40,3,"[37,69]","[0,0]","[42,79]","[21,16,51,-1,-1]",29,58
293,1393,夕張改,ゆうばり,3,0,0,"[36,49]","[28,49]","[23,63]","[24,79]","[20,69]","[17,69]",10,2,4,"[0,0,0,0,0]",82,"[2,2,7,0]","[1,1,2,1]",6,はーい、お待たせ？<br>兵装実験軽巡、夕張、到着いたしました！,0,0,25,40,3,"[42,69]","[24,69]","[8,44]","[4,48,40,-1,-1]",0,56
294,1394,舞風改,まいかぜ,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,こんにちは！陽炎型駆逐艦、舞風です。<br>暗い雰囲気は苦手です！,0,0,15,20,3,"[47,89]","[27,64]","[8,39]","[3,15,-1,-1,-1]",0,36
295,1395,衣笠改,きぬがさ,5,55,142,"[49,65]","[34,64]","[36,66]","[18,59]","[18,59]","[10,59]",10,2,4,"[2,2,2,2,0]",60,"[3,6,15,1]","[2,1,1,2]",5,はーいっ！衣笠さんの登場よ！<br>青葉ともども、よろしくね！,380,480,35,60,3,"[38,75]","[0,0]","[12,49]","[6,39,14,-1,-1]",0,38
296,121,千歳航改二,ちとせ,7,0,0,"[58,79]","[32,65]","[0,34]","[0,0]","[30,72]","[13,59]",10,1,4,"[24,16,11,8,0]",190,"[5,10,24,7]","[0,0,3,3]",6,ダイエットして空母になった千歳です！<br>足も速くなったの。本でも出そうかしら！,0,0,45,40,3,"[38,69]","[0,0]","[42,79]","[21,39,51,-1,-1]",29,88
297,122,千代田航改二,ちよだ,7,0,0,"[58,79]","[32,65]","[0,34]","[0,0]","[30,72]","[13,59]",10,1,4,"[24,16,11,8,0]",190,"[5,10,24,7]","[0,0,3,3]",6,空母になった千代田です。<br>ぜひ、千歳お姉と一緒に機動部隊を編制してね！,0,0,45,40,3,"[38,69]","[0,0]","[42,79]","[21,39,51,-1,-1]",29,88
300,1396,初風改,はつかぜ,2,0,0,"[32,49]","[14,49]","[12,49]","[28,79]","[16,49]","[12,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,初風です、よろしく。<br>提督さんにとって私は何人目の私かしら？,0,0,15,20,3,"[47,89]","[27,64]","[8,39]","[3,15,-1,-1,-1]",0,36
301,1397,秋雲改,あきぐも,2,0,0,"[32,49]","[14,49]","[8,44]","[28,79]","[22,59]","[15,59]",10,1,3,"[0,0,0,0,0]",24,"[1,2,10,0]","[1,1,1,1]",5,秋雲、着任！<br>提督よろしくねっ！,0,0,15,20,3,"[47,89]","[27,64]","[8,39]","[15,40,-1,-1,-1]",0,45
